141?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
142?shapeCircle?pos[0.0, -996.0092999999994]?velocity[0.0, -140.28299999999967]?mass10.0?bounce1.0?staticFalse?radius10.0?
142?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
142?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
143?shapeCircle?pos[0.0, -1010.0375999999993]?velocity[0.0, -141.26399999999967]?mass10.0?bounce1.0?staticFalse?radius10.0?
143?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
143?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
144?shapeCircle?pos[0.0, -1024.1639999999993]?velocity[0.0, -142.24499999999966]?mass10.0?bounce1.0?staticFalse?radius10.0?
144?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
144?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
145?shapeCircle?pos[0.0, -1038.3884999999993]?velocity[0.0, -143.22599999999966]?mass10.0?bounce1.0?staticFalse?radius10.0?
145?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
145?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
146?shapeCircle?pos[0.0, -1052.7110999999993]?velocity[0.0, -144.20699999999965]?mass10.0?bounce1.0?staticFalse?radius10.0?
146?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
146?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
147?shapeCircle?pos[0.0, -1067.1317999999992]?velocity[0.0, -145.18799999999965]?mass10.0?bounce1.0?staticFalse?radius10.0?
147?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
147?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
148?shapeCircle?pos[0.0, -1081.6505999999993]?velocity[0.0, -146.16899999999964]?mass10.0?bounce1.0?staticFalse?radius10.0?
148?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
148?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
149?shapeCircle?pos[0.0, -1096.2674999999992]?velocity[0.0, -147.14999999999964]?mass10.0?bounce1.0?staticFalse?radius10.0?
149?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
149?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
150?shapeCircle?pos[0.0, -1110.9824999999992]?velocity[0.0, -148.13099999999963]?mass10.0?bounce1.0?staticFalse?radius10.0?
150?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
150?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
151?shapeCircle?pos[0.0, -1125.795599999999]?velocity[0.0, -149.11199999999963]?mass10.0?bounce1.0?staticFalse?radius10.0?
151?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
151?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
152?shapeCircle?pos[0.0, -1140.706799999999]?velocity[0.0, -150.09299999999962]?mass10.0?bounce1.0?staticFalse?radius10.0?
152?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
152?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
153?shapeCircle?pos[0.0, -1155.716099999999]?velocity[0.0, -151.07399999999961]?mass10.0?bounce1.0?staticFalse?radius10.0?
153?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
153?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
154?shapeCircle?pos[0.0, -1170.8234999999988]?velocity[0.0, -152.0549999999996]?mass10.0?bounce1.0?staticFalse?radius10.0?
154?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
154?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
155?shapeCircle?pos[0.0, -1186.0289999999989]?velocity[0.0, -153.0359999999996]?mass10.0?bounce1.0?staticFalse?radius10.0?
155?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
155?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
156?shapeCircle?pos[0.0, -1201.3325999999988]?velocity[0.0, -154.0169999999996]?mass10.0?bounce1.0?staticFalse?radius10.0?
156?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
156?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
157?shapeCircle?pos[0.0, -1216.7342999999987]?velocity[0.0, -154.9979999999996]?mass10.0?bounce1.0?staticFalse?radius10.0?
157?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
157?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
158?shapeCircle?pos[0.0, -1232.2340999999988]?velocity[0.0, -155.9789999999996]?mass10.0?bounce1.0?staticFalse?radius10.0?
158?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
158?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
159?shapeCircle?pos[0.0, -1247.8319999999987]?velocity[0.0, -156.95999999999958]?mass10.0?bounce1.0?staticFalse?radius10.0?
159?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
159?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
160?shapeCircle?pos[0.0, -1263.5279999999987]?velocity[0.0, -157.94099999999958]?mass10.0?bounce1.0?staticFalse?radius10.0?
160?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
160?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
161?shapeCircle?pos[0.0, -1279.3220999999985]?velocity[0.0, -158.92199999999957]?mass10.0?bounce1.0?staticFalse?radius10.0?
161?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
161?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
162?shapeCircle?pos[0.0, -1295.2142999999985]?velocity[0.0, -159.90299999999957]?mass10.0?bounce1.0?staticFalse?radius10.0?
162?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
162?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
163?shapeCircle?pos[0.0, -1311.2045999999984]?velocity[0.0, -160.88399999999956]?mass10.0?bounce1.0?staticFalse?radius10.0?
163?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
163?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
164?shapeCircle?pos[0.0, -1327.2929999999983]?velocity[0.0, -161.86499999999955]?mass10.0?bounce1.0?staticFalse?radius10.0?
164?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
164?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
165?shapeCircle?pos[0.0, -1343.4794999999983]?velocity[0.0, -162.84599999999955]?mass10.0?bounce1.0?staticFalse?radius10.0?
165?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
165?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
166?shapeCircle?pos[0.0, -1359.7640999999983]?velocity[0.0, -163.82699999999954]?mass10.0?bounce1.0?staticFalse?radius10.0?
166?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
166?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
167?shapeCircle?pos[0.0, -1376.1467999999982]?velocity[0.0, -164.80799999999954]?mass10.0?bounce1.0?staticFalse?radius10.0?
167?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
167?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
168?shapeCircle?pos[0.0, -1392.6275999999982]?velocity[0.0, -165.78899999999953]?mass10.0?bounce1.0?staticFalse?radius10.0?
168?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
168?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
169?shapeCircle?pos[0.0, -1409.2064999999982]?velocity[0.0, -166.76999999999953]?mass10.0?bounce1.0?staticFalse?radius10.0?
169?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
169?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
170?shapeCircle?pos[0.0, -1425.883499999998]?velocity[0.0, -167.75099999999952]?mass10.0?bounce1.0?staticFalse?radius10.0?
170?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
170?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
171?shapeCircle?pos[0.0, -1442.658599999998]?velocity[0.0, -168.73199999999952]?mass10.0?bounce1.0?staticFalse?radius10.0?
171?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
171?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
172?shapeCircle?pos[0.0, -1459.531799999998]?velocity[0.0, -169.7129999999995]?mass10.0?bounce1.0?staticFalse?radius10.0?
172?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
172?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
173?shapeCircle?pos[0.0, -1476.5030999999979]?velocity[0.0, -170.6939999999995]?mass10.0?bounce1.0?staticFalse?radius10.0?
173?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
173?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
174?shapeCircle?pos[0.0, -1493.5724999999977]?velocity[0.0, -171.6749999999995]?mass10.0?bounce1.0?staticFalse?radius10.0?
174?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
174?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
175?shapeCircle?pos[0.0, -1510.7399999999977]?velocity[0.0, -172.6559999999995]?mass10.0?bounce1.0?staticFalse?radius10.0?
175?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
175?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
176?shapeCircle?pos[0.0, -1528.0055999999977]?velocity[0.0, -173.6369999999995]?mass10.0?bounce1.0?staticFalse?radius10.0?
176?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
176?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
177?shapeCircle?pos[0.0, -1545.3692999999976]?velocity[0.0, -174.61799999999948]?mass10.0?bounce1.0?staticFalse?radius10.0?
177?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
177?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
178?shapeCircle?pos[0.0, -1562.8310999999976]?velocity[0.0, -175.59899999999948]?mass10.0?bounce1.0?staticFalse?radius10.0?
178?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
178?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
179?shapeCircle?pos[0.0, -1580.3909999999976]?velocity[0.0, -176.57999999999947]?mass10.0?bounce1.0?staticFalse?radius10.0?
179?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
179?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
180?shapeCircle?pos[0.0, -1598.0489999999975]?velocity[0.0, -177.56099999999947]?mass10.0?bounce1.0?staticFalse?radius10.0?
180?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
180?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
181?shapeCircle?pos[0.0, -1615.8050999999973]?velocity[0.0, -178.54199999999946]?mass10.0?bounce1.0?staticFalse?radius10.0?
181?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
181?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
182?shapeCircle?pos[0.0, -1633.6592999999973]?velocity[0.0, -179.52299999999946]?mass10.0?bounce1.0?staticFalse?radius10.0?
182?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
182?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
183?shapeCircle?pos[0.0, -1651.6115999999972]?velocity[0.0, -180.50399999999945]?mass10.0?bounce1.0?staticFalse?radius10.0?
183?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
183?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
184?shapeCircle?pos[0.0, -1669.661999999997]?velocity[0.0, -181.48499999999945]?mass10.0?bounce1.0?staticFalse?radius10.0?
184?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
184?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
185?shapeCircle?pos[0.0, -1687.810499999997]?velocity[0.0, -182.46599999999944]?mass10.0?bounce1.0?staticFalse?radius10.0?
185?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
185?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
186?shapeCircle?pos[0.0, -1706.057099999997]?velocity[0.0, -183.44699999999943]?mass10.0?bounce1.0?staticFalse?radius10.0?
186?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
186?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
187?shapeCircle?pos[0.0, -1724.401799999997]?velocity[0.0, -184.42799999999943]?mass10.0?bounce1.0?staticFalse?radius10.0?
187?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
187?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
188?shapeCircle?pos[0.0, -1742.844599999997]?velocity[0.0, -185.40899999999942]?mass10.0?bounce1.0?staticFalse?radius10.0?
188?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
188?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
189?shapeCircle?pos[0.0, -1761.385499999997]?velocity[0.0, -186.38999999999942]?mass10.0?bounce1.0?staticFalse?radius10.0?
189?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
189?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
190?shapeCircle?pos[0.0, -1780.0244999999968]?velocity[0.0, -187.3709999999994]?mass10.0?bounce1.0?staticFalse?radius10.0?
190?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
190?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
191?shapeCircle?pos[0.0, -1798.7615999999966]?velocity[0.0, -188.3519999999994]?mass10.0?bounce1.0?staticFalse?radius10.0?
191?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
191?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
192?shapeCircle?pos[0.0, -1817.5967999999966]?velocity[0.0, -189.3329999999994]?mass10.0?bounce1.0?staticFalse?radius10.0?
192?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
192?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
193?shapeCircle?pos[0.0, -1836.5300999999965]?velocity[0.0, -190.3139999999994]?mass10.0?bounce1.0?staticFalse?radius10.0?
193?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
193?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
194?shapeCircle?pos[0.0, -1855.5614999999964]?velocity[0.0, -191.2949999999994]?mass10.0?bounce1.0?staticFalse?radius10.0?
194?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
194?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
195?shapeCircle?pos[0.0, -1874.6909999999964]?velocity[0.0, -192.27599999999939]?mass10.0?bounce1.0?staticFalse?radius10.0?
195?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
195?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
196?shapeCircle?pos[0.0, -1893.9185999999963]?velocity[0.0, -193.25699999999938]?mass10.0?bounce1.0?staticFalse?radius10.0?
196?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
196?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
197?shapeCircle?pos[0.0, -1913.2442999999962]?velocity[0.0, -194.23799999999937]?mass10.0?bounce1.0?staticFalse?radius10.0?
197?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
197?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
198?shapeCircle?pos[0.0, -1932.6680999999962]?velocity[0.0, -195.21899999999937]?mass10.0?bounce1.0?staticFalse?radius10.0?
198?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
198?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
199?shapeCircle?pos[0.0, -1952.1899999999962]?velocity[0.0, -196.19999999999936]?mass10.0?bounce1.0?staticFalse?radius10.0?
199?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
199?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
200?shapeCircle?pos[0.0, -1971.809999999996]?velocity[0.0, -197.18099999999936]?mass10.0?bounce1.0?staticFalse?radius10.0?
200?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
200?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
201?shapeCircle?pos[0.0, -1991.528099999996]?velocity[0.0, -198.16199999999935]?mass10.0?bounce1.0?staticFalse?radius10.0?
201?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
201?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
202?shapeCircle?pos[0.0, -2011.3442999999959]?velocity[0.0, -199.14299999999935]?mass10.0?bounce1.0?staticFalse?radius10.0?
202?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
202?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
203?shapeCircle?pos[0.0, -2031.2585999999958]?velocity[0.0, -200.12399999999934]?mass10.0?bounce1.0?staticFalse?radius10.0?
203?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
203?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
204?shapeCircle?pos[0.0, -2051.2709999999956]?velocity[0.0, -201.10499999999934]?mass10.0?bounce1.0?staticFalse?radius10.0?
204?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
204?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
205?shapeCircle?pos[0.0, -2071.3814999999954]?velocity[0.0, -202.08599999999933]?mass10.0?bounce1.0?staticFalse?radius10.0?
205?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
205?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
206?shapeCircle?pos[0.0, -2091.5900999999953]?velocity[0.0, -203.06699999999933]?mass10.0?bounce1.0?staticFalse?radius10.0?
206?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
206?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
207?shapeCircle?pos[0.0, -2111.8967999999954]?velocity[0.0, -204.04799999999932]?mass10.0?bounce1.0?staticFalse?radius10.0?
207?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
207?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
208?shapeCircle?pos[0.0, -2132.3015999999952]?velocity[0.0, -205.02899999999931]?mass10.0?bounce1.0?staticFalse?radius10.0?
208?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
208?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
209?shapeCircle?pos[0.0, -2152.804499999995]?velocity[0.0, -206.0099999999993]?mass10.0?bounce1.0?staticFalse?radius10.0?
209?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
209?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
210?shapeCircle?pos[0.0, -2173.4054999999953]?velocity[0.0, -206.9909999999993]?mass10.0?bounce1.0?staticFalse?radius10.0?
210?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
210?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
211?shapeCircle?pos[0.0, -2194.104599999995]?velocity[0.0, -207.9719999999993]?mass10.0?bounce1.0?staticFalse?radius10.0?
211?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
211?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
