353?shapeCircle?pos[0.0, -6129.386099999977]?velocity[0.0, -347.2739999999985]?mass10.0?bounce1.0?staticFalse?radius10.0?
353?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
353?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
354?shapeCircle?pos[0.0, -6164.113499999977]?velocity[0.0, -348.2549999999985]?mass10.0?bounce1.0?staticFalse?radius10.0?
354?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
354?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
355?shapeCircle?pos[0.0, -6198.938999999977]?velocity[0.0, -349.2359999999985]?mass10.0?bounce1.0?staticFalse?radius10.0?
355?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
355?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
356?shapeCircle?pos[0.0, -6233.862599999977]?velocity[0.0, -350.2169999999985]?mass10.0?bounce1.0?staticFalse?radius10.0?
356?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
356?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
357?shapeCircle?pos[0.0, -6268.884299999977]?velocity[0.0, -351.1979999999985]?mass10.0?bounce1.0?staticFalse?radius10.0?
357?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
357?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
358?shapeCircle?pos[0.0, -6304.0040999999765]?velocity[0.0, -352.1789999999985]?mass10.0?bounce1.0?staticFalse?radius10.0?
358?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
358?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
359?shapeCircle?pos[0.0, -6339.221999999976]?velocity[0.0, -353.1599999999985]?mass10.0?bounce1.0?staticFalse?radius10.0?
359?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
359?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
360?shapeCircle?pos[0.0, -6374.537999999976]?velocity[0.0, -354.1409999999985]?mass10.0?bounce1.0?staticFalse?radius10.0?
360?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
360?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
361?shapeCircle?pos[0.0, -6409.952099999976]?velocity[0.0, -355.1219999999985]?mass10.0?bounce1.0?staticFalse?radius10.0?
361?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
361?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
362?shapeCircle?pos[0.0, -6445.464299999976]?velocity[0.0, -356.1029999999985]?mass10.0?bounce1.0?staticFalse?radius10.0?
362?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
362?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
363?shapeCircle?pos[0.0, -6481.074599999976]?velocity[0.0, -357.08399999999847]?mass10.0?bounce1.0?staticFalse?radius10.0?
363?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
363?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
364?shapeCircle?pos[0.0, -6516.782999999976]?velocity[0.0, -358.06499999999846]?mass10.0?bounce1.0?staticFalse?radius10.0?
364?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
364?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
365?shapeCircle?pos[0.0, -6552.5894999999755]?velocity[0.0, -359.04599999999846]?mass10.0?bounce1.0?staticFalse?radius10.0?
365?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
365?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
366?shapeCircle?pos[0.0, -6588.494099999975]?velocity[0.0, -360.02699999999845]?mass10.0?bounce1.0?staticFalse?radius10.0?
366?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
366?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
367?shapeCircle?pos[0.0, -6624.496799999975]?velocity[0.0, -361.00799999999845]?mass10.0?bounce1.0?staticFalse?radius10.0?
367?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
367?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
368?shapeCircle?pos[0.0, -6660.5975999999755]?velocity[0.0, -361.98899999999844]?mass10.0?bounce1.0?staticFalse?radius10.0?
368?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
368?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
369?shapeCircle?pos[0.0, -6696.796499999975]?velocity[0.0, -362.96999999999844]?mass10.0?bounce1.0?staticFalse?radius10.0?
369?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
369?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
370?shapeCircle?pos[0.0, -6733.0934999999745]?velocity[0.0, -363.95099999999843]?mass10.0?bounce1.0?staticFalse?radius10.0?
370?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
370?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
371?shapeCircle?pos[0.0, -6769.488599999974]?velocity[0.0, -364.9319999999984]?mass10.0?bounce1.0?staticFalse?radius10.0?
371?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
371?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
372?shapeCircle?pos[0.0, -6805.981799999974]?velocity[0.0, -365.9129999999984]?mass10.0?bounce1.0?staticFalse?radius10.0?
372?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
372?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
373?shapeCircle?pos[0.0, -6842.573099999974]?velocity[0.0, -366.8939999999984]?mass10.0?bounce1.0?staticFalse?radius10.0?
373?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
373?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
374?shapeCircle?pos[0.0, -6879.262499999974]?velocity[0.0, -367.8749999999984]?mass10.0?bounce1.0?staticFalse?radius10.0?
374?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
374?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
375?shapeCircle?pos[0.0, -6916.049999999974]?velocity[0.0, -368.8559999999984]?mass10.0?bounce1.0?staticFalse?radius10.0?
375?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
375?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
376?shapeCircle?pos[0.0, -6952.935599999973]?velocity[0.0, -369.8369999999984]?mass10.0?bounce1.0?staticFalse?radius10.0?
376?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
376?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
377?shapeCircle?pos[0.0, -6989.919299999973]?velocity[0.0, -370.8179999999984]?mass10.0?bounce1.0?staticFalse?radius10.0?
377?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
377?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
378?shapeCircle?pos[0.0, -7027.001099999973]?velocity[0.0, -371.7989999999984]?mass10.0?bounce1.0?staticFalse?radius10.0?
378?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
378?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
379?shapeCircle?pos[0.0, -7064.180999999973]?velocity[0.0, -372.7799999999984]?mass10.0?bounce1.0?staticFalse?radius10.0?
379?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
379?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
380?shapeCircle?pos[0.0, -7101.4589999999735]?velocity[0.0, -373.7609999999984]?mass10.0?bounce1.0?staticFalse?radius10.0?
380?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
380?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
381?shapeCircle?pos[0.0, -7138.835099999973]?velocity[0.0, -374.74199999999837]?mass10.0?bounce1.0?staticFalse?radius10.0?
381?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
381?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
382?shapeCircle?pos[0.0, -7176.309299999973]?velocity[0.0, -375.72299999999836]?mass10.0?bounce1.0?staticFalse?radius10.0?
382?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
382?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
383?shapeCircle?pos[0.0, -7213.881599999972]?velocity[0.0, -376.70399999999836]?mass10.0?bounce1.0?staticFalse?radius10.0?
383?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
383?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
384?shapeCircle?pos[0.0, -7251.551999999972]?velocity[0.0, -377.68499999999835]?mass10.0?bounce1.0?staticFalse?radius10.0?
384?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
384?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
385?shapeCircle?pos[0.0, -7289.3204999999725]?velocity[0.0, -378.66599999999835]?mass10.0?bounce1.0?staticFalse?radius10.0?
385?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
385?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
386?shapeCircle?pos[0.0, -7327.187099999972]?velocity[0.0, -379.64699999999834]?mass10.0?bounce1.0?staticFalse?radius10.0?
386?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
386?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
387?shapeCircle?pos[0.0, -7365.151799999971]?velocity[0.0, -380.62799999999834]?mass10.0?bounce1.0?staticFalse?radius10.0?
387?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
387?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
388?shapeCircle?pos[0.0, -7403.214599999971]?velocity[0.0, -381.60899999999833]?mass10.0?bounce1.0?staticFalse?radius10.0?
388?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
388?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
389?shapeCircle?pos[0.0, -7441.375499999971]?velocity[0.0, -382.5899999999983]?mass10.0?bounce1.0?staticFalse?radius10.0?
389?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
389?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
390?shapeCircle?pos[0.0, -7479.634499999971]?velocity[0.0, -383.5709999999983]?mass10.0?bounce1.0?staticFalse?radius10.0?
390?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
390?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
391?shapeCircle?pos[0.0, -7517.991599999971]?velocity[0.0, -384.5519999999983]?mass10.0?bounce1.0?staticFalse?radius10.0?
391?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
391?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
392?shapeCircle?pos[0.0, -7556.446799999971]?velocity[0.0, -385.5329999999983]?mass10.0?bounce1.0?staticFalse?radius10.0?
392?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
392?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
393?shapeCircle?pos[0.0, -7595.00009999997]?velocity[0.0, -386.5139999999983]?mass10.0?bounce1.0?staticFalse?radius10.0?
393?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
393?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
394?shapeCircle?pos[0.0, -7633.65149999997]?velocity[0.0, -387.4949999999983]?mass10.0?bounce1.0?staticFalse?radius10.0?
394?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
394?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
395?shapeCircle?pos[0.0, -7672.40099999997]?velocity[0.0, -388.4759999999983]?mass10.0?bounce1.0?staticFalse?radius10.0?
395?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
395?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
396?shapeCircle?pos[0.0, -7711.24859999997]?velocity[0.0, -389.4569999999983]?mass10.0?bounce1.0?staticFalse?radius10.0?
396?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
396?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
397?shapeCircle?pos[0.0, -7750.19429999997]?velocity[0.0, -390.4379999999983]?mass10.0?bounce1.0?staticFalse?radius10.0?
397?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
397?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
398?shapeCircle?pos[0.0, -7789.23809999997]?velocity[0.0, -391.4189999999983]?mass10.0?bounce1.0?staticFalse?radius10.0?
398?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
398?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
399?shapeCircle?pos[0.0, -7828.379999999969]?velocity[0.0, -392.3999999999983]?mass10.0?bounce1.0?staticFalse?radius10.0?
399?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
399?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
400?shapeCircle?pos[0.0, -7867.619999999969]?velocity[0.0, -393.38099999999827]?mass10.0?bounce1.0?staticFalse?radius10.0?
400?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
400?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
401?shapeCircle?pos[0.0, -7906.958099999969]?velocity[0.0, -394.36199999999826]?mass10.0?bounce1.0?staticFalse?radius10.0?
401?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
401?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
402?shapeCircle?pos[0.0, -7946.394299999969]?velocity[0.0, -395.34299999999826]?mass10.0?bounce1.0?staticFalse?radius10.0?
402?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
402?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
403?shapeCircle?pos[0.0, -7985.928599999969]?velocity[0.0, -396.32399999999825]?mass10.0?bounce1.0?staticFalse?radius10.0?
403?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
403?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
404?shapeCircle?pos[0.0, -8025.560999999969]?velocity[0.0, -397.30499999999824]?mass10.0?bounce1.0?staticFalse?radius10.0?
404?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
404?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
405?shapeCircle?pos[0.0, -8065.291499999968]?velocity[0.0, -398.28599999999824]?mass10.0?bounce1.0?staticFalse?radius10.0?
405?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
405?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
406?shapeCircle?pos[0.0, -8105.120099999968]?velocity[0.0, -399.26699999999823]?mass10.0?bounce1.0?staticFalse?radius10.0?
406?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
406?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
407?shapeCircle?pos[0.0, -8145.046799999968]?velocity[0.0, -400.2479999999982]?mass10.0?bounce1.0?staticFalse?radius10.0?
407?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
407?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
408?shapeCircle?pos[0.0, -8185.071599999968]?velocity[0.0, -401.2289999999982]?mass10.0?bounce1.0?staticFalse?radius10.0?
408?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
408?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
409?shapeCircle?pos[0.0, -8225.194499999969]?velocity[0.0, -402.2099999999982]?mass10.0?bounce1.0?staticFalse?radius10.0?
409?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
409?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
410?shapeCircle?pos[0.0, -8265.415499999968]?velocity[0.0, -403.1909999999982]?mass10.0?bounce1.0?staticFalse?radius10.0?
410?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
410?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
411?shapeCircle?pos[0.0, -8305.734599999969]?velocity[0.0, -404.1719999999982]?mass10.0?bounce1.0?staticFalse?radius10.0?
411?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
411?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
412?shapeCircle?pos[0.0, -8346.151799999969]?velocity[0.0, -405.1529999999982]?mass10.0?bounce1.0?staticFalse?radius10.0?
412?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
412?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
413?shapeCircle?pos[0.0, -8386.667099999968]?velocity[0.0, -406.1339999999982]?mass10.0?bounce1.0?staticFalse?radius10.0?
413?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
413?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
414?shapeCircle?pos[0.0, -8427.280499999968]?velocity[0.0, -407.1149999999982]?mass10.0?bounce1.0?staticFalse?radius10.0?
414?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
414?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
415?shapeCircle?pos[0.0, -8467.991999999967]?velocity[0.0, -408.0959999999982]?mass10.0?bounce1.0?staticFalse?radius10.0?
415?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
415?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
416?shapeCircle?pos[0.0, -8508.801599999968]?velocity[0.0, -409.0769999999982]?mass10.0?bounce1.0?staticFalse?radius10.0?
416?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
416?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
417?shapeCircle?pos[0.0, -8549.709299999968]?velocity[0.0, -410.0579999999982]?mass10.0?bounce1.0?staticFalse?radius10.0?
417?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
417?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
418?shapeCircle?pos[0.0, -8590.715099999967]?velocity[0.0, -411.03899999999817]?mass10.0?bounce1.0?staticFalse?radius10.0?
418?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
418?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
419?shapeCircle?pos[0.0, -8631.818999999967]?velocity[0.0, -412.01999999999816]?mass10.0?bounce1.0?staticFalse?radius10.0?
419?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
419?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
420?shapeCircle?pos[0.0, -8673.020999999966]?velocity[0.0, -413.00099999999816]?mass10.0?bounce1.0?staticFalse?radius10.0?
420?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
420?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
421?shapeCircle?pos[0.0, -8714.321099999966]?velocity[0.0, -413.98199999999815]?mass10.0?bounce1.0?staticFalse?radius10.0?
421?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
421?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
422?shapeCircle?pos[0.0, -8755.719299999966]?velocity[0.0, -414.96299999999815]?mass10.0?bounce1.0?staticFalse?radius10.0?
422?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
422?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
423?shapeCircle?pos[0.0, -8797.215599999967]?velocity[0.0, -415.94399999999814]?mass10.0?bounce1.0?staticFalse?radius10.0?
423?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
